,store,sido,gungu,store_address
707,우산동보점,강원도,원주시,강원도 원주시 진광길 30(우산동)
708,우암점,충청북도,청주시청원구,충청북도 청주시청원구 향군로 20(우암동)
709,우창점,경상북도,포항시북구,경상북도 포항시북구 아치로 15
710,우천점,강원도,횡성군,강원도 횡성군 우천면 수남로 333
711,운남삼성점,광주광역시,광산구,광주광역시 광산구 임방울대로 142-12
712,운정1점,경기도,파주시,"경기도 파주시 미래로 603, 상가동 203호(목동동)"
713,운정2점,경기도,파주시,"경기도 파주시 동패로 115, 상가동 122호"
714,운천점,경기도,포천시,경기도 포천시 영북면 운천로 10
715,울산신정1점,울산광역시,남구,울산광역시 남구 봉월로164번길 4
716,울진점,경상북도,울진군,경상북도 울진군 울진읍 울진중앙로 50
717,원곡동점,경기도,안산시단원구,"경기도 안산시단원구 원선로 55, 104호(원곡동)"
